index	name	volume-mm3
203	parasubiculum	28.0
211	HATA	9.0
212	fimbria	96.0
215	hippocampal_fissure	216.0
226	HP_tail	10.0
233	presubiculum-head	93.0
234	presubiculum-body	74.0
235	subiculum-head	130.0
236	subiculum-body	93.0
237	CA1-head	363.0
238	CA1-body	120.0
239	CA3-head	57.0
240	CA3-body	72.0
241	CA4-head	88.0
242	CA4-body	65.0
243	GC-ML-DG-head	93.0
244	GC-ML-DG-body	73.0
245	molecular_layer_HP-head	176.0
246	molecular_layer_HP-body	116.0
7001	Lateral-nucleus	417.0
7003	Basal-nucleus	255.0
7005	Central-nucleus	5.0
7007	Cortical-nucleus	2.0
7008	Accessory-Basal-nucleus	100.0
7009	Corticoamygdaloid-transitio	71.0
7010	Anterior-amygdaloid-area-AAA	22.0
7015	Paralaminar-nucleus	25.0
