index	name	volume-mm3
8103	Left-AV	118.0
8104	Left-CeM	61.0
8105	Left-CL	9.0
8106	Left-CM	225.0
8108	Left-LD	14.0
8109	Left-LGN	290.0
8110	Left-LP	100.0
8111	Left-L-Sg	9.0
8112	Left-MDl	287.0
8113	Left-MDm	831.0
8115	Left-MGN	42.0
8116	Left-MV(Re)	7.0
8118	Left-Pf	34.0
8120	Left-PuA	282.0
8121	Left-PuI	291.0
8122	Left-PuL	267.0
8123	Left-PuM	1436.0
8126	Left-VA	395.0
8127	Left-VAmc	7.0
8128	Left-VLa	651.0
8129	Left-VLp	961.0
8130	Left-VM	4.0
8133	Left-VPL	1084.0
8203	Right-AV	164.0
8204	Right-CeM	63.0
8205	Right-CL	7.0
8206	Right-CM	248.0
8208	Right-LD	29.0
8209	Right-LGN	267.0
8210	Right-LP	86.0
8211	Right-L-Sg	3.0
8212	Right-MDl	242.0
8213	Right-MDm	781.0
8215	Right-MGN	51.0
8216	Right-MV(Re)	2.0
8217	Right-Pc	1.0
8218	Right-Pf	42.0
8220	Right-PuA	246.0
8221	Right-PuI	225.0
8222	Right-PuL	175.0
8223	Right-PuM	1210.0
8226	Right-VA	412.0
8227	Right-VAmc	9.0
8228	Right-VLa	661.0
8229	Right-VLp	949.0
8230	Right-VM	1.0
8233	Right-VPL	1019.0
