index	volume-mm3	name
2	234566.5	Left-Cerebral-White-Matter
4	4259.0	Left-Lateral-Ventricle
5	186.0	Left-Inf-Lat-Vent
7	19169.0	Left-Cerebellum-White-Matter
8	60092.0	Left-Cerebellum-Cortex
10	8034.0	Left-Thalamus
11	3319.0	Left-Caudate
12	5113.0	Left-Putamen
13	2288.0	Left-Pallidum
14	1112.0	3rd-Ventricle
15	1196.0	4th-Ventricle
16	13715.0	Brain-Stem
17	4990.0	Left-Hippocampus
18	1973.0	Left-Amygdala
24	1592.0	CSF
26	568.0	Left-Accumbens-area
28	5481.0	Left-VentralDC
30	19.0	Left-vessel
31	498.0	Left-choroid-plexus
41	233144.9	Right-Cerebral-White-Matter
43	4882.0	Right-Lateral-Ventricle
44	221.0	Right-Inf-Lat-Vent
46	17781.0	Right-Cerebellum-White-Matter
47	60567.0	Right-Cerebellum-Cortex
49	7810.0	Right-Thalamus
50	3437.0	Right-Caudate
51	4968.0	Right-Putamen
52	2036.0	Right-Pallidum
53	5151.0	Right-Hippocampus
54	2079.0	Right-Amygdala
58	598.0	Right-Accumbens-area
60	5341.0	Right-VentralDC
62	1.0	Right-vessel
63	608.0	Right-choroid-plexus
85	193.0	Optic-Chiasm
130	135631.0	AirCavity
165	1098996.0	Skull
172	2636.0	Vermis
174	13631.0	Pons
257	191206.4	CSF-ExtraCerebral
258	1244705.0	Head-ExtraCerebral
1001	2079.9	ctx-lh-bankssts
1002	2164.6	ctx-lh-caudalanteriorcingulate
1003	4823.5	ctx-lh-caudalmiddlefrontal
1005	2090.4	ctx-lh-cuneus
1006	1757.0	ctx-lh-entorhinal
1007	8405.1	ctx-lh-fusiform
1008	8041.0	ctx-lh-inferiorparietal
1009	9071.4	ctx-lh-inferiortemporal
1010	2214.5	ctx-lh-isthmuscingulate
1011	10852.1	ctx-lh-lateraloccipital
1012	6620.1	ctx-lh-lateralorbitofrontal
1013	5657.6	ctx-lh-lingual
1014	5422.2	ctx-lh-medialorbitofrontal
1015	9861.5	ctx-lh-middletemporal
1016	1799.1	ctx-lh-parahippocampal
1017	3495.6	ctx-lh-paracentral
1018	4460.4	ctx-lh-parsopercularis
1019	2236.0	ctx-lh-parsorbitalis
1020	3787.0	ctx-lh-parstriangularis
1021	1623.4	ctx-lh-pericalcarine
1022	7438.8	ctx-lh-postcentral
1023	3016.5	ctx-lh-posteriorcingulate
1024	11444.5	ctx-lh-precentral
1025	7903.8	ctx-lh-precuneus
1026	2883.5	ctx-lh-rostralanteriorcingulate
1027	15602.8	ctx-lh-rostralmiddlefrontal
1028	18846.2	ctx-lh-superiorfrontal
1029	8724.9	ctx-lh-superiorparietal
1030	12500.1	ctx-lh-superiortemporal
1031	7636.0	ctx-lh-supramarginal
1032	1145.0	ctx-lh-frontalpole
1033	2564.2	ctx-lh-temporalpole
1034	1231.9	ctx-lh-transversetemporal
1035	7523.2	ctx-lh-insula
2001	1964.8	ctx-rh-bankssts
2002	2130.2	ctx-rh-caudalanteriorcingulate
2003	4452.9	ctx-rh-caudalmiddlefrontal
2005	2621.6	ctx-rh-cuneus
2006	1716.4	ctx-rh-entorhinal
2007	7202.8	ctx-rh-fusiform
2008	10578.9	ctx-rh-inferiorparietal
2009	9059.0	ctx-rh-inferiortemporal
2010	2134.9	ctx-rh-isthmuscingulate
2011	8999.0	ctx-rh-lateraloccipital
2012	6674.4	ctx-rh-lateralorbitofrontal
2013	6388.5	ctx-rh-lingual
2014	5623.0	ctx-rh-medialorbitofrontal
2015	10833.9	ctx-rh-middletemporal
2016	1883.0	ctx-rh-parahippocampal
2017	3953.2	ctx-rh-paracentral
2018	4234.2	ctx-rh-parsopercularis
2019	3080.0	ctx-rh-parsorbitalis
2020	4425.1	ctx-rh-parstriangularis
2021	2144.9	ctx-rh-pericalcarine
2022	7305.4	ctx-rh-postcentral
2023	2589.1	ctx-rh-posteriorcingulate
2024	11153.4	ctx-rh-precentral
2025	7921.9	ctx-rh-precuneus
2026	2136.0	ctx-rh-rostralanteriorcingulate
2027	16667.5	ctx-rh-rostralmiddlefrontal
2028	20949.8	ctx-rh-superiorfrontal
2029	9366.0	ctx-rh-superiorparietal
2030	11547.8	ctx-rh-superiortemporal
2031	7861.9	ctx-rh-supramarginal
2032	1244.6	ctx-rh-frontalpole
2033	2656.4	ctx-rh-temporalpole
2034	899.9	ctx-rh-transversetemporal
2035	6792.0	ctx-rh-insula
