index	volume-mm3	name
2	236519.4	Left-Cerebral-White-Matter
4	3764.0	Left-Lateral-Ventricle
5	414.0	Left-Inf-Lat-Vent
7	15909.0	Left-Cerebellum-White-Matter
8	63560.0	Left-Cerebellum-Cortex
10	7585.0	Left-Thalamus
11	3411.0	Left-Caudate
12	4645.0	Left-Putamen
13	1770.0	Left-Pallidum
14	716.0	3rd-Ventricle
15	1803.0	4th-Ventricle
16	12874.0	Brain-Stem
17	4618.0	Left-Hippocampus
18	1447.0	Left-Amygdala
24	1514.0	CSF
26	559.0	Left-Accumbens-area
28	4175.0	Left-VentralDC
30	9.0	Left-vessel
31	512.0	Left-choroid-plexus
41	237647.9	Right-Cerebral-White-Matter
43	3902.0	Right-Lateral-Ventricle
44	409.0	Right-Inf-Lat-Vent
46	14301.0	Right-Cerebellum-White-Matter
47	64014.0	Right-Cerebellum-Cortex
49	7640.0	Right-Thalamus
50	3491.0	Right-Caudate
51	5106.0	Right-Putamen
52	1868.0	Right-Pallidum
53	4435.0	Right-Hippocampus
54	1562.0	Right-Amygdala
58	624.0	Right-Accumbens-area
60	3973.0	Right-VentralDC
62	12.0	Right-vessel
63	575.0	Right-choroid-plexus
85	226.0	Optic-Chiasm
130	95779.0	AirCavity
165	728688.0	Skull
172	3374.0	Vermis
174	10124.0	Pons
257	260868.6	CSF-ExtraCerebral
258	2183293.0	Head-ExtraCerebral
1001	2747.8	ctx-lh-bankssts
1002	1688.2	ctx-lh-caudalanteriorcingulate
1003	5794.4	ctx-lh-caudalmiddlefrontal
1005	3044.0	ctx-lh-cuneus
1006	2283.2	ctx-lh-entorhinal
1007	10499.2	ctx-lh-fusiform
1008	12529.2	ctx-lh-inferiorparietal
1009	10574.5	ctx-lh-inferiortemporal
1010	2155.9	ctx-lh-isthmuscingulate
1011	9637.8	ctx-lh-lateraloccipital
1012	6972.1	ctx-lh-lateralorbitofrontal
1013	6006.2	ctx-lh-lingual
1014	5364.2	ctx-lh-medialorbitofrontal
1015	11656.1	ctx-lh-middletemporal
1016	2720.5	ctx-lh-parahippocampal
1017	3451.2	ctx-lh-paracentral
1018	4875.8	ctx-lh-parsopercularis
1019	2275.4	ctx-lh-parsorbitalis
1020	4248.4	ctx-lh-parstriangularis
1021	2297.8	ctx-lh-pericalcarine
1022	7549.4	ctx-lh-postcentral
1023	2901.9	ctx-lh-posteriorcingulate
1024	11196.0	ctx-lh-precentral
1025	9070.6	ctx-lh-precuneus
1026	2050.8	ctx-lh-rostralanteriorcingulate
1027	16452.2	ctx-lh-rostralmiddlefrontal
1028	22335.0	ctx-lh-superiorfrontal
1029	11763.4	ctx-lh-superiorparietal
1030	13121.8	ctx-lh-superiortemporal
1031	11295.2	ctx-lh-supramarginal
1032	910.1	ctx-lh-frontalpole
1033	2500.9	ctx-lh-temporalpole
1034	1260.0	ctx-lh-transversetemporal
1035	7390.5	ctx-lh-insula
2001	2213.9	ctx-rh-bankssts
2002	1936.9	ctx-rh-caudalanteriorcingulate
2003	4704.4	ctx-rh-caudalmiddlefrontal
2005	3921.5	ctx-rh-cuneus
2006	1800.5	ctx-rh-entorhinal
2007	9644.8	ctx-rh-fusiform
2008	15745.8	ctx-rh-inferiorparietal
2009	9840.8	ctx-rh-inferiortemporal
2010	2332.6	ctx-rh-isthmuscingulate
2011	10948.4	ctx-rh-lateraloccipital
2012	7144.2	ctx-rh-lateralorbitofrontal
2013	6584.0	ctx-rh-lingual
2014	5633.9	ctx-rh-medialorbitofrontal
2015	12178.6	ctx-rh-middletemporal
2016	1816.5	ctx-rh-parahippocampal
2017	3361.8	ctx-rh-paracentral
2018	3402.5	ctx-rh-parsopercularis
2019	2750.1	ctx-rh-parsorbitalis
2020	4938.1	ctx-rh-parstriangularis
2021	2863.1	ctx-rh-pericalcarine
2022	8181.2	ctx-rh-postcentral
2023	2994.4	ctx-rh-posteriorcingulate
2024	12137.1	ctx-rh-precentral
2025	9302.8	ctx-rh-precuneus
2026	1858.1	ctx-rh-rostralanteriorcingulate
2027	16634.5	ctx-rh-rostralmiddlefrontal
2028	20543.1	ctx-rh-superiorfrontal
2029	12271.1	ctx-rh-superiorparietal
2030	11736.1	ctx-rh-superiortemporal
2031	9427.8	ctx-rh-supramarginal
2032	1100.8	ctx-rh-frontalpole
2033	2414.2	ctx-rh-temporalpole
2034	1044.8	ctx-rh-transversetemporal
2035	7284.4	ctx-rh-insula
