	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	max_x	max_y	max_z	max_tot	median_tot
0	3.602105	-0.091305	-2.150741	-0.003687	0.011319	-0.00856	3.0629629999999963	0.9668629999999894	1.2900400000000047	3.273868439808017	2.4687103698735005
1	3.602105	-0.091305	-2.150741	-0.003687	0.011319	-0.00856	3.0629629999999963	0.9668629999999894	1.2900400000000047	3.273868439808017	2.4687103698735005
2	3.602105	-0.091305	-2.150741	-0.003687	0.011319	-0.00856	3.0629629999999963	0.9668629999999894	1.2900400000000047	3.273868439808017	2.4687103698735005
3	3.602105	-0.091305	-2.150741	-0.003687	0.011319	-0.00856	3.0629629999999963	0.9668629999999894	1.2900400000000047	3.273868439808017	2.4687103698735005
4	3.602105	-0.091305	-2.150741	-0.003687	0.011319	-0.00856	3.0629629999999963	0.9668629999999894	1.2900400000000047	3.273868439808017	2.4687103698735005
5	1.803906	-0.158345	-0.030564	0.002972	0.00621	-0.004685	1.505541000000008	0.646023999999997	0.5263259999999974	1.6067266840225276	1.1786932047203855
6	2.181227	-1.094865	0.901568	0.003366	0.002858	-0.008729	1.6366470000000106	0.5668629999999979	1.0240560000000016	1.9173740790346674	1.4914421092174492
7	3.307161	-1.939005	0.323342	0.004899	0.007042	-0.011999	2.542556999999988	1.225340999999986	0.8425030000000007	2.786835339215243	2.019977249071602
8	2.396959	-1.447937	0.599641	0.003688	0.002678	-0.009696	1.8007599999999968	0.8800349999999924	0.6828330000000022	1.9892458735294625	1.5007060451767267
9	2.322557	-1.645393	0.869158	0.005774	0.004028	-0.00892	1.7833249999999907	1.1146269999999987	0.9795249999999953	2.171676228306134	1.5781945776535657
10	1.101058	-0.814755	1.24541	0.004667	-0.000193	-0.00451	0.8849170000000015	0.5466300000000075	0.993155999999999	1.343998109076414	1.0598943950903748
11	0.400614	-0.252289	1.123306	0.004314	0.000189	-0.001278	0.32774200000000064	0.2802870000000013	0.9248199999999969	0.9854183119107293	0.7828021630132244
12	-0.840773	0.27193	1.797653	0.003834	-0.005421	0.001782	0.7335589999999996	0.4915900000000022	1.2340230000000005	1.3704870460321756	1.0788874272300093
13	-1.586118	1.01039	1.284185	1.6e-05	-0.007595	0.004379	1.3226319999999845	0.8002580000000137	0.9135220000000004	1.6577846566007912	1.2142275479501403
14	-1.889453	1.050796	1.552886	0.001931	-0.007617	0.006036	1.525299000000004	0.8777940000000086	1.0124679999999984	1.8368870037215193	1.3421540155172242
15	-1.558435	0.564408	1.454507	0.001557	-0.00816	0.003424	1.353314999999995	0.4987289999999973	0.9200549999999978	1.583726125460452	1.1121316583732317
16	-1.444331	0.396739	1.29292	0.001879	-0.007744	0.003298	1.2466090000000065	0.36196499999999787	0.7539000000000016	1.392986554429371	0.9318061532545422
17	-1.580631	0.405998	1.568895	0.001856	-0.009171	0.003535	1.3728150000000028	0.3564219999999949	0.9606419999999929	1.5750984502100138	1.0535028665661468
18	0.086611	-0.120374	-0.190271	-0.000685	-0.003023	-0.000987	0.29041599999999335	0.11980300000000454	0.5325510000000051	0.5641991113481097	0.42633241571924607
19	-0.736081	1.058225	-0.869092	-0.005128	-0.006165	0.003268	0.5389890000000008	0.8624810000000025	1.294238000000007	1.5184986426144704	1.1042523761156156
20	-0.881281	1.149507	-0.768874	-0.003758	-0.004987	0.00453	0.6071969999999993	0.8773339999999905	1.138853999999995	1.3989925759581425	1.069544545122356
21	-1.488951	1.552075	-0.301421	-0.003597	-0.007085	0.006791	1.0860509999999977	1.1434760000000068	0.9435679999999991	1.6174970254866063	1.1361649309158501
22	-1.017027	1.149621	-0.570109	-0.004287	-0.007227	0.004294	0.7625019999999978	0.8922749999999979	1.1824480000000008	1.5055797408955172	1.0547002392281901
23	-1.12582	1.051385	-0.11431	-0.001821	-0.007026	0.005044	0.8263620000000031	0.748219000000006	0.894003000000005	1.225246561498949	0.8600346078443561
24	-1.612134	1.648108	-0.408075	-0.003828	-0.007704	0.007334	1.1701180000000022	1.2068499999999887	1.1127369999999956	1.7688489180628197	1.2619779725970668
25	-1.283512	1.261125	-0.351264	-0.00354	-0.007761	0.005407	0.9633219999999909	0.9416429999999991	1.0820400000000001	1.5225949719754672	1.055401795832724
26	-1.280144	1.515707	-0.538985	-0.004225	-0.007351	0.00615	0.9213880000000074	1.2198390000000074	1.176005	1.673976818483757	1.192225327230548
27	-2.471779	3.069047	-0.864822	-0.008013	-0.007675	0.012424	1.728246999999996	2.3288979999999952	1.3027699999999953	2.910893200405167	2.053672746971381
28	-2.084938	2.295055	-0.455736	-0.006415	-0.009493	0.009275	1.5370619999999917	1.7448140000000052	1.2167549999999991	2.3331841504720496	1.610336808298807
29	-2.638222	2.604892	-0.134513	-0.005892	-0.010795	0.011106	1.982841999999991	1.9563440000000014	1.0939669999999992	2.702911184481832	1.8589570252689906
30	-0.845645	1.243531	-1.121974	-0.006636	-0.006271	0.00302	0.6635370000000052	1.0654110000000117	1.4687079999999995	1.791803841856302	1.3006933577246433
31	-0.863543	0.973227	-0.594661	-0.00562	-0.009138	0.001695	0.7656869999999856	0.8731509999999929	1.3569090000000017	1.7032155918981609	1.1242359196405414
32	-1.970358	1.76966	-0.642394	-0.004671	-0.009057	0.00712	1.556350000000009	1.336708999999999	1.4639530000000036	2.263845941185272	1.653685447509903
